,TIC ID,TOI,RA,Dec,RA_deg,Dec_deg,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,Teff (TOI),Orbital Period (TOI),Orbital Period (TOI) Unc.,J mag,J mag Unc.,H mag,H mag Unc.,K mag,K mag Unc.,Stellar Companion Separation,Stellar Companion Delta mag,Stellar Companion Observation date,Spectra?,NIRC2?,Best imaging contrast
56219,347715478,3089.01,12:11:24.11,-11:59:51.25,182.8504583333333,-11.997569444444444,PC,3,4,4,3,3,4,4,5229.0,9.3096136,2.49e-05,11.634,0.022,11.265,0.025,11.101,0.021,0.5913,2.3,2021-07-15,True,False,4.7
68543,154814765,5235.01,12:12:22.36,84:24:40.37,183.09316666666663,84.4112138888889,PC,3,4,3,3,4,4,4,5721.0,26.1442304,0.0002067,10.171,0.021,9.85,0.023,9.751,0.018,0.755,4.3,2022-03-21,True,False,7.241
57862,376688393,3865.01,12:29:44.24,39:45:38.88,187.4343333333333,39.7608,PC,3,4,4,3,3,4,4,5542.1,3.011593,1.03e-05,11.892,0.023,11.618,0.032,11.525,0.024,0.177,0.4,2025-03-08,True,False,5.6
49440,393831507,1820.01,12:30:44.81,27:27:07.21,187.6867083333333,27.45200277777778,CP,3,5,5,3,4,4,4,5778.2,4.860673,6.4e-06,9.915,0.024,9.587,0.027,9.508,0.022,0.4659,3.8,2022-06-12,True,False,6.9
57960,366755319,3900.01,12:34:06.73,04:11:16.17,188.52804166666664,4.187825,PC,3,4,3,3,3,4,4,5659.0,14.7802661,0.0030347,11.366,0.024,11.048,0.025,10.974,0.025,0.0618,0.0,2022-03-21,True,False,5.5
71065,422217860,5662.01,12:44:20.44,05:41:18.59,191.08516666666665,5.688497222222223,PC,1,4,4,1,4,4,4,3687.0,2.3144207,1.77e-05,10.558,0.027,9.909,0.028,9.687,0.024,0.859,3.2,2023-03-04,True,False,7.093
9369,154872375,1135.01,12:53:35.13,85:07:46.18,193.39637499999998,85.12949444444443,CP,4,4,4,4,4,4,4,5962.7,8.0277326,1.3e-06,8.458,0.026,8.265,0.024,8.192,0.019,0.95,5.4,2023-12-30,True,False,7.5
70913,159160230,5599.01,13:17:18.3,55:40:53.54,199.32625,55.68153888888889,PC,3,4,3,3,4,4,4,6246.0,5.4368408,4.71e-05,10.74,0.02,10.5,0.023,10.437,0.018,0.53,4.1,2023-01-04,True,False,6.649
71167,357347296,5668.01,13:24:21.12,28:34:03.75,201.08799999999997,28.567708333333332,PC,3,4,3,3,4,4,4,5686.0,4.1753448,7.45e-05,10.246,0.024,9.892,0.028,9.784,0.021,0.405,1.275,2023-06-07,True,False,4.555
59210,297148017,4179.01,13:29:39.88,-16:33:18.46,202.41616666666664,-16.555127777777777,PC,3,4,3,3,3,4,4,4813.4,2.5485772,2.38e-05,9.426,0.027,8.86,0.057,8.751,0.024,0.1481,1.3,2021-07-15,True,False,6.7
48800,286916251,1794.01,13:33:35.4,49:03:39.03,203.39749999999998,49.06084166666666,CP,2,5,5,2,4,4,4,5707.0,8.7655468487388,3.388662e-05,9.094,0.026,8.765,0.028,8.692,0.02,0.645,3.823,2020-11-30,True,False,6.67
68992,166053959,5383.01,14:10:53.01,62:31:19.91,212.72087499999998,62.52219722222222,PC,1,5,5,1,4,4,4,6768.0,2.8114961,3.18e-05,7.483,0.027,7.351,0.02,7.306,0.02,0.839,6.59,2022-04-17,True,False,8.1
57864,154181821,3897.01,14:15:13.57,67:45:39.3,213.80654166666665,67.76091666666666,PC,3,4,3,3,4,4,4,5911.7,7.6607094,4.44e-05,11.093,0.02,10.835,0.015,10.781,0.019,1.412,1.6,2023-04-27,True,False,7.229
16540,158002130,1180.01,14:18:13.39,82:11:37.55,214.55579166666664,82.1937638888889,CP,1,5,5,1,4,4,4,4738.1,9.6867516,1.03e-05,9.237001,0.021,8.716,0.017,8.594,0.015,0.033,0.48,2024-05-22,True,True,7.2
59112,335655755,4132.01,14:27:03.75,78:45:45.84,216.76562499999997,78.76273333333333,PC,3,4,4,3,3,4,4,5801.0,11.764792565356,5.0148403e-05,11.227,0.023,10.917,0.028,10.906,0.023,1.416,3.9,2022-04-20,True,False,5.5
57996,68074302,3916.01,14:42:54.4,41:22:06.5,220.72666666666663,41.36847222222222,PC,3,4,4,3,4,4,4,6005.0,3.4014954,1.11e-05,12.371,0.023,12.053,0.022,11.969,0.019,0.129,4.78,2024-03-27,True,False,6.651
71061,311116297,5660.01,14:44:59.7,18:30:33.08,221.24874999999997,18.50918888888889,PC,3,4,3,3,2,4,4,5192.0,4.8183501,0.0008466,12.598,0.026,12.115,0.032,11.996,0.023,1.444,4.197,2024-04-21,False,False,7.164
56222,440872576,3160.01,14:58:15.81,-27:40:57.18,224.56587499999998,-27.682550000000003,PC,3,4,4,3,3,4,4,6200.0,3.9712794,6.4e-06,11.287,0.024,11.004,0.026,10.894,0.019,0.3308,3.3,2022-04-17,True,False,5.6
51551,262880065,2256.01,15:01:15.76,40:56:48.58,225.31566666666666,40.94682777777778,PC,2,4,2,2,4,4,4,5270.9,13.963192913512,0.0028891289,9.64,0.023,9.223,0.029,9.125,0.022,0.225,0.252,2020-12-01,True,False,6.28
69040,202425357,5386.01,15:04:25.66,60:32:10.44,226.10691666666662,60.53623333333333,PC,3,4,4,3,4,4,4,5920.2,3.6215615,1.9e-06,10.768,0.02,10.459,0.019,10.414,0.016,0.316,6.42,2022-04-20,True,False,6.637
50321,229888286,2057.01,15:04:27.96,28:12:56.57,226.11649999999997,28.21571388888889,PC,3,4,3,3,4,4,4,6081.3,5.5986336707772,1.7701805e-05,10.104,0.021,9.884,0.019,9.827,0.015,0.605,1.535,2023-06-06,True,False,6.8
71491,137843225,5706.01,15:06:56.46,57:29:44.49,226.73524999999998,57.495691666666666,PC,1,4,3,1,4,4,4,4717.0,0.35765551311551,4.80418e-05,9.807,0.02,9.235,0.021,9.081,0.016,0.428,3.741,2024-02-17,True,False,6.778
57999,1101855081,3922.01,15:15:19.99,40:16:01.91,228.83329166666664,40.26719722222222,PC,3,4,3,3,4,4,4,5247.0,3.8960617,2.6e-06,,,,,,,1.462,0.99,2024-05-24,True,False,6.769
58112,233654042,3973.01,15:18:43.18,44:27:22.33,229.67991666666666,44.45620277777778,PC,3,5,5,3,3,4,4,6213.0,2.0615575,9.1e-06,12.397,0.022,12.136,0.024,12.07,0.022,0.548,1.4,2024-02-24,True,False,4.4
56220,48661942,3139.01,15:18:57.78,-28:24:37.77,229.74075,-28.410491666666665,PC,3,4,4,3,3,4,4,5449.0,3.9628496,1.5e-05,11.193,0.03,10.922,0.024,10.863,0.025,0.2441,1.1,2022-04-17,True,False,5.3
34427,202504234,1293.01,15:21:14.42,63:33:55.03,230.3100833333333,63.56528611111111,PC,2,4,4,2,4,4,4,5923.0,1.6849938,2.7e-06,10.282,0.02,10.004,0.017,9.929,0.022,0.869,4.233,2021-03-03,True,False,7.385
52346,310231275,2265.01,15:59:09.06,32:23:45.5,239.78774999999996,32.39597222222222,PC,2,5,5,2,4,4,4,5951.67,0.82940843961693,3.737588e-05,8.422,0.032,8.065,0.034,8.015,0.024,0.585,1.602,2021-03-03,True,False,7.4
58884,298264260,4045.01,16:05:27.48,55:11:09.62,241.36449999999996,55.18600555555555,PC,3,4,4,3,1,4,4,5530.9,7.9927894,2.23e-05,12.517,0.024,12.144,0.027,12.136,0.023,0.323,0.67,2022-04-26,True,False,
71227,162577468,5669.01,16:15:44.38,48:19:23.74,243.93491666666662,48.323261111111115,PC,3,4,3,3,4,4,4,5900.0,3.676651,1.03e-05,11.544,0.025,11.254,0.019,11.179,0.017,0.038,0.91,2025-04-13,True,False,7.184
71461,17652022,5691.01,16:19:23.24,32:09:58.03,244.84683333333328,32.16611944444444,PC,3,4,4,3,4,4,4,5657.3,3.3894889,1.84e-05,11.955,0.023,11.65,0.023,11.576,0.02,0.334,0.832,2023-06-06,False,False,6.505
74981,198185513,6907.01,16:22:13.12,63:43:03.29,245.55466666666663,63.71758055555556,PC,3,4,3,3,4,4,4,5203.0,3.3795099282269,0.00054577884,12.996,0.023,12.58,0.026,12.446,0.025,0.883,2.7,2024-11-10,False,False,5.359
34403,198186769,1291.01,16:23:16.32,62:55:30.44,245.81799999999998,62.92512222222222,PC,3,4,3,3,4,4,4,6229.0,7.16199,3.16e-05,10.345,0.021,10.114,0.019,10.083,0.019,0.474,5.61,2020-06-08,True,True,7.164
50000,207468071,1836.01,16:23:37.9,54:41:24.28,245.90791666666664,54.69007777777777,CP,3,5,5,3,4,4,4,6351.0,20.380782374176,1.7766984e-05,8.799,0.021,8.586,0.021,8.531,0.018,0.819,5.722,2021-06-22,True,False,7.788
58209,345645749,4041.01,16:27:25.31,21:37:00.45,246.8554583333333,21.616791666666668,PC,3,4,4,3,4,4,4,5914.8,7.8808589,1.93e-05,10.311,0.022,10.058,0.024,9.99,0.02,0.529,2.438,2023-06-07,True,False,7.01
71437,255928426,5686.01,16:29:50.62,37:41:40.42,247.46091666666666,37.694561111111106,PC,3,4,4,3,4,4,4,5407.5,4.2366102,4e-06,11.357,0.021,11.056,0.017,10.989,0.022,0.556,4.606,2023-06-06,True,False,6.786
8865,198213332,1131.01,16:33:44.05,61:43:06,248.43354166666666,61.718333333333334,PC,3,4,3,4,4,4,4,5579.0,0.58603656922139,4.919567e-06,8.631,0.024,8.23,0.017,8.17,0.019,0.121,1.3345,2021-06-22,True,True,7.208
71165,274223601,5665.01,16:40:00.11,53:47:28.91,250.0004583333333,53.79136388888889,PC,3,4,3,3,3,4,4,6064.0,2.2465076,9.3e-06,12.724,0.02,12.462,0.019,12.47,0.021,0.83,4.37,2024-05-27,False,False,5.88
8858,16288184,1049.01,16:55:04.52,-28:42:38.1,253.76883333333333,-28.710583333333332,KP,5,5,5,5,5,5,5,6599.0,2.1805332714449,1.6089817e-06,10.508,0.023,10.268,0.022,10.217,0.023,1.2782,5.6,2019-08-12,False,False,6.4
58181,1271152446,4022.01,17:00:30.93,59:37:32.38,255.128875,59.625661111111114,PC,3,5,5,3,3,4,4,,7.2089041,2.35e-05,,,,,,,0.992,1.08,2024-08-13,True,False,5.34
58881,332393279,4042.01,17:01:27.38,28:59:18.69,255.3640833333333,28.988525,PC,3,4,4,3,4,4,4,5983.9,2.3238426,0.0005122,12.56,0.024,12.241,0.028,12.211,0.025,0.279,3.796,2024-04-21,False,False,6.527
60675,307958020,4633.01,17:07:22.34,62:28:31.97,256.8430833333333,62.475547222222225,CP,1,5,5,1,4,4,4,5490.04,271.938638971,0.006732476,7.723,0.03,7.448,0.044,7.349,0.024,0.051,0.41,2022-05-09,True,True,7.367
72007,313609787,5772.01,17:24:41.4,26:03:01.64,261.17249999999996,26.050455555555555,PC,3,4,3,3,4,4,4,5568.0,3.5023306,1.54e-05,12.736,0.027,12.427,0.033,12.324,0.023,0.948,4.05,2024-03-21,False,False,5.196
50214,219762508,1878.01,17:30:25.27,63:07:22.85,262.60529166666663,63.12301388888889,PC,3,4,4,3,4,4,4,5976.0,3.2351012718965,4.334352e-06,12.365,0.025,12.032,0.023,11.976,0.021,0.311,2.151,2023-07-02,True,False,5.553
59194,441797394,4158.01,17:37:12.23,72:05:11.32,264.3009583333333,72.08647777777777,PC,3,4,3,3,4,4,4,,13.4167713,6.43e-05,11.67,0.023,11.305,0.023,11.24,0.019,0.316,0.054,2021-08-28,True,True,6.888
58893,298752252,4089.01,17:51:24.29,22:39:40.8,267.8512083333333,22.66133333333333,PC,3,4,4,3,4,4,4,5895.5,3.2462849,7.2e-06,10.788,0.024,10.528,0.035,10.4,0.023,1.158,0.916,2023-06-30,True,False,7.136
75081,62676654,7054.01,17:56:22.83,-02:24:15.23,269.095125,-2.4042305555555554,PC,3,4,4,3,3,4,4,4708.0,14.759560141625,0.00202465,10.958,0.024,10.537,0.023,10.468,0.024,0.628,2.79,2025-09-14,True,False,5.54
71871,159851831,5741.01,17:56:49.81,39:13:24.2,269.20754166666666,39.22338888888889,PC,1,4,1,1,4,4,4,4579.0,24.0004143,0.0002399,9.438,0.022,8.928001,0.018,8.797,0.022,0.886,1.607,2023-06-08,True,False,7.001
75594,159893748,7201.01,17:58:09.03,38:28:33.12,269.537625,38.47586666666667,PC,3,4,3,3,3,4,4,5753.1,7.2229767,9.7e-06,12.197,0.022,11.878,0.024,11.826,0.021,0.885,1.6,2025-03-13,False,False,3.5
54472,229608594,2298.01,18:18:02.89,74:27:59.53,274.5120416666667,74.46653611111111,PC,3,5,5,3,3,4,4,4239.0,,,10.121,0.02,9.477,0.017,9.342,0.02,0.076,1.82,2022-09-18,True,False,4.7
71935,23179035,5770.01,18:18:37.12,30:55:25.93,274.6546666666666,30.923869444444446,PC,3,4,4,3,4,4,4,5986.6,1.4529225,4.5e-06,12.318,0.02,12.028,0.022,11.933,0.025,0.382,2.152,2023-06-06,True,False,6.62
59380,76420654,4462.01,18:18:40.79,36:15:17.48,274.66995833333334,36.25485555555556,CP,3,5,5,3,4,4,4,5918.0,4.9133022,2.14e-05,9.882,0.02,9.585,0.02,9.513,0.017,0.4,3.5,2024-02-24,True,False,7.184
75593,317849098,7188.01,18:20:02.33,11:12:37.84,275.0097083333333,11.21051111111111,PC,3,4,4,3,3,4,4,,4.773664,0.0009367,11.399,0.026,11.16,0.026,11.069,0.021,0.575,0.4,2025-07-29,True,False,4.8
59374,23982469,4441.01,18:24:29.65,32:03:55.41,276.1235416666666,32.06539166666666,PC,3,4,4,3,4,4,4,7305.0,4.3745756875436,7.5045978e-06,10.658,0.021,10.514,0.018,10.477,0.019,0.746,5.4,2023-12-02,True,False,7.106
72215,24113219,5843.01,18:26:27.77,30:23:37.02,276.6157083333333,30.393616666666667,PC,3,4,3,3,2,4,4,5581.0,4.197866,4.14e-05,12.588,0.022,12.197,0.022,12.12,0.021,0.28,2.236,2023-08-29,False,False,7.197
55331,21279791,2582.01,18:29:10.03,48:03:35.78,277.29179166666665,48.05993888888889,PC,3,4,3,3,2,4,4,5238.0,3.0183134,3.7e-06,11.711,0.025,11.304,0.018,11.233,0.016,0.155,0.156,2021-06-01,False,True,6.678
67858,462808933,5185.01,18:30:21.52,16:54:30.7,277.58966666666663,16.908527777777778,PC,3,4,4,3,3,4,4,6353.0,4.2788309,2.95e-05,11.608,0.022,11.323,0.028,11.221,0.019,0.575,4.4,2023-09-30,False,False,6.1
75636,233735354,7296.01,18:30:50.12,60:27:04.38,277.7088333333333,60.45121666666667,PC,3,4,3,3,3,4,4,5621.0,170.3363911,0.0004582,12.16,0.022,11.835,0.023,11.752,0.021,0.121,2.94,2025-08-06,False,False,6.41
38962,288631580,1659.01,18:31:42.05,82:18:21.42,277.92520833333333,82.30595,CP,2,5,5,2,4,4,4,5977.0,5.8775547796858,1.2762102e-05,9.034,0.02,8.757,0.017,8.702,0.02,0.03,1.08,2020-06-06,True,False,6.74
39010,288631580,1659.02,18:31:42.05,82:18:21.42,277.92520833333333,82.30595,PC,1,4,4,1,3,4,4,5977.0,3.3985674,2.49e-05,9.034,0.02,8.757,0.017,8.702,0.02,0.03,1.08,2020-06-06,True,False,6.74
75932,399789568,7709.01,18:32:14.89,55:11:27.77,278.0620416666667,55.19104722222222,PC,2,4,2,2,3,4,4,3508.0,20.920279098943,8.311772e-05,11.156,0.021,10.545,0.024,10.339,0.021,0.094,0.75,2026-05-08,False,False,
67838,288671122,5179.01,18:41:00.4,83:03:20.69,280.2516666666666,83.05574722222222,PC,3,4,4,3,4,4,4,5702.0,0.2874782,2e-07,10.716,0.018,10.389,0.017,10.325,0.021,0.537,3.485,2023-04-26,True,True,6.688
75047,317290270,7002.01,18:41:50.84,26:56:13.28,280.46183333333335,26.93702222222222,PC,3,4,3,3,4,4,4,6677.0,4.9792822,5.42e-05,12.334,0.026,12.145,0.033,12.067,0.025,1.277,4.7,2024-07-21,False,False,7.262
59174,1813844121,4152.01,18:43:03.28,24:05:22.93,280.7636666666666,24.089702777777777,PC,3,4,4,3,4,4,4,,1.5822588,2.8e-06,,,,,,,1.3376,0.2,2022-06-11,True,True,6.549
48302,232635922,1745.01,18:44:32.71,54:56:59.64,281.13629166666664,54.9499,PC,2,4,2,2,4,4,4,3759.0,5.9848710165382,1.6876244e-05,11.518,0.021,10.922,0.019,10.756,0.018,1.003,3.673,2021-11-11,True,False,7.349
48344,232650365,1746.01,18:47:04.25,54:54:38.46,281.76770833333336,54.91068333333333,PC,1,4,1,2,4,4,4,3340.0,2.5253322692033,1.1101902e-05,10.277,0.02,9.719,0.019,9.501,0.019,0.943,0.098,2021-11-11,True,False,5.894
48424,232650365,1746.02,18:47:04.25,54:54:38.46,281.76770833333336,54.91068333333333,PC,1,4,1,1,4,4,4,3340.0,3.8776815409653,1.0184988e-05,10.277,0.02,9.719,0.019,9.501,0.019,0.943,0.098,2021-11-11,True,False,5.894
35873,233617847,1440.02,18:55:10.69,64:31:52.93,283.79454166666665,64.53136944444444,PC,2,4,2,2,4,4,4,5780.0,4.627420586057,2.6198748e-05,8.938,0.022,8.678,0.015,8.63,0.022,1.459,-100.0,2020-08-04,True,False,6.73
35869,233617847,1440.01,18:55:10.69,64:31:52.93,283.79454166666665,64.53136944444444,PC,2,4,2,2,4,4,4,5780.0,15.5174519,0.0001366,8.938,0.022,8.678,0.015,8.63,0.022,1.459,-100.0,2020-08-04,True,False,6.73
52343,229787062,2261.01,18:56:05.44,70:15:14.83,284.0226666666666,70.25411944444444,PC,3,4,3,3,3,4,4,5392.0,1.901145216384,4.418859e-06,11.699,0.02,11.311,0.023,11.248,0.02,0.777,2.0,2020-10-17,True,False,5.0
75602,350268913,7226.01,18:56:44.35,20:01:32.96,284.1847916666666,20.02582222222222,PC,3,4,3,3,3,4,4,,3.5191197,9.3e-06,12.183,0.021,11.858,0.016,11.769,0.019,0.147,0.9,2026-06-23,False,False,3.3
59200,420108587,4164.01,18:59:32.3,73:30:47.82,284.8845833333333,73.51328333333333,PC,3,4,3,5,4,5,5,5952.0,3.522843,2.3e-05,11.499,0.025,11.283,0.03,11.196,0.023,1.03,2.0,2021-09-09,True,True,7.19
72209,350882505,5841.01,19:00:59.15,22:29:56.18,285.2464583333333,22.49893888888889,PC,3,4,3,3,4,4,4,5678.0,4.2025514,4.99e-05,11.195,0.021,10.844,0.021,10.736,0.018,0.846,4.449,2023-06-30,False,False,7.132
51299,1716467085,2149.01,19:02:23.16,42:30:26.69,285.5965,42.50741388888889,PC,3,4,4,3,4,4,4,6020.0,0.5842495,3e-07,,,,,,,1.106,1.86,2022-09-14,False,False,7.533
51179,399860444,2140.01,19:07:14.05,49:18:59.12,286.80854166666666,49.31642222222222,KP,5,5,5,5,5,5,5,5854.0,2.4706114180021,5.841553e-07,10.232,0.02,9.92,0.026,9.846,0.022,1.112,4.269,,True,True,6.07
9579,158324245,1161.01,19:07:53.13,46:52:05.69,286.97137499999997,46.86824722222222,KP,5,5,5,5,5,5,5,7986.1,1.7635881,5e-07,9.466,0.022,9.455,0.019,9.425,0.014,1.144,0.19,,True,True,8.0
72188,395143000,5837.01,19:08:23.79,17:06:48.32,287.09912499999996,17.113422222222223,PC,3,4,4,3,4,4,4,7564.0,2.9665122,1.98e-05,11.577,0.022,11.333,0.021,11.226,0.02,0.878,2.59,2025-10-01,False,False,7.041
75942,158490401,7858.01,19:10:14.35,46:57:26.14,287.5597916666666,46.957261111111116,KP,5,5,5,5,5,5,5,3678.9,12.71379385905,1.9144616e-06,9.57,0.021,8.972,0.027,8.695,0.011,0.771,1.46,,True,True,6.98
38922,258829450,1654.01,19:10:39.97,66:46:05.1,287.66654166666666,66.76808333333334,PC,2,4,2,2,4,4,4,5286.9,1.8347892,3.8e-06,9.336,0.023,9.099,0.023,9.043,0.019,1.047,1.36,2023-07-20,True,False,6.23
48504,229938290,1783.01,19:10:43.44,64:09:13.18,287.681,64.15366111111112,PC,2,4,4,2,4,4,4,5406.0,1.4198658868386,0.0002172002,8.452,0.024,8.086,0.021,7.99,0.018,1.392,1.957,2021-07-19,True,True,6.616
27635,158561566,1267.01,19:10:50.12,47:19:58.98,287.70883333333336,47.33305,KP,5,5,5,5,5,5,5,6378.0,6.7900981113413,1.4470468e-05,11.202,0.022,11.068,0.02,10.988,0.011,0.287,0.1,,True,False,8.0
75820,298897095,7462.01,19:12:09.17,50:39:05.31,288.0382083333333,50.651475,PC,3,4,3,3,4,4,4,5401.6,2.6236517734527,0.00028615128,12.489,0.031,12.052,0.031,11.986,0.022,1.086,1.39,,True,False,8.0
59106,243280335,4101.01,19:14:04.39,56:37:33.61,288.51829166666664,56.62600277777778,PC,3,4,3,3,4,4,4,6287.0,4.3202706,1.42e-05,12.229,0.026,11.939,0.031,11.934,0.027,0.503,2.3,2023-09-30,False,True,6.77
59061,243297296,4100.01,19:14:18.96,59:53:44.89,288.579,59.895802777777774,PC,3,4,3,3,4,4,4,6195.0,3.585982,6e-06,11.56,0.023,11.28,0.023,11.238,0.027,0.165,1.6,2021-10-22,True,True,6.522
75639,421330229,7323.01,19:15:27.32,55:26:48.46,288.86383333333333,55.44679444444444,PC,3,4,3,3,3,4,4,5625.0,4.776694,6.5e-06,10.905,0.022,10.553,0.031,10.428,0.018,0.49,2.2,2025-03-15,True,False,5.9
75724,158933249,7456.01,19:15:53.19,44:37:28.72,288.97162499999996,44.62464444444444,KP,5,5,5,5,5,5,5,5328.63,,,10.77,0.028,10.395,0.022,10.295,0.016,0.511,1.06,,True,True,8.0
16910,159107668,1241.01,19:18:57.54,44:38:50.45,289.73975,44.64734722222222,PC,3,4,4,3,4,4,4,5826.0,4.7802596947792,1.6466798e-05,10.542,0.021,10.257,0.017,10.213,0.014,0.029,0.4,,True,True,8.0
75720,122706449,7398.01,19:23:44.8,40:07:29.46,290.9366666666666,40.12485,PC,3,4,3,3,2,4,4,5780.0,2.606833226906,0.00041744974,13.132,0.023,12.885,0.029,12.835,0.03,1.2,1.44,,True,False,3.0
68819,359321688,5269.01,19:24:52.7,22:07:28.78,291.2195833333333,22.124661111111113,PC,3,4,3,3,3,4,4,8524.0,2.7340756,4.28e-05,10.77,0.021,10.584,0.017,10.465,0.017,0.29,4.87,2022-05-10,True,False,6.64
67861,110738386,5208.01,19:26:09.86,28:41:18.82,291.5410833333333,28.68856111111111,PC,3,4,3,3,4,4,4,6164.0,12.2307873,0.0001094,10.785,0.02,10.477,0.023,10.409,0.018,0.069,0.0,2023-06-29,True,False,6.795
16900,69068526,1196.01,19:26:49.85,17:48:31.45,291.7077083333333,17.808736111111113,PC,4,4,4,4,4,4,4,6689.0,5.5376617,9.5e-06,9.734,0.022,9.551,0.023,9.557,0.024,0.2203,1.8,2021-04-27,True,False,6.4
50222,26547036,2010.01,19:28:40.07,53:29:14.53,292.1669583333333,53.48736944444445,CP,3,5,5,3,4,4,4,5842.0,1134.6723963333,5.085344e-05,8.656,0.026,8.344,0.017,8.281,0.016,1.499,-100.0,2020-06-07,True,False,6.74
16660,112026224,1189.01,19:28:53.57,24:12:04.28,292.2232083333333,24.20118888888889,PC,3,4,3,4,3,4,4,5286.9,3.9687994,1.34e-05,8.799,0.019,8.438,0.024,8.355,0.018,0.979,1.3,2021-10-03,True,False,7.0
75095,137685450,7068.01,19:30:30.6,37:51:36.59,292.6275,37.86016388888889,KP,1,4,1,5,5,5,5,6181.58,,,10.953,0.02,10.728,0.02,10.688,0.018,0.272,5.962,,True,True,8.0
75704,259238498,7397.01,19:32:14.02,70:53:20.71,293.0584166666667,70.88908611111111,PC,2,4,2,2,4,4,4,6339.0,26.679674118212,0.00011956492,10.074,0.023,9.83,0.024,9.696,0.019,1.278,2.95,2025-08-09,True,False,7.527
59555,137903329,4485.01,19:32:22.21,41:21:19.84,293.09254166666665,41.35551111111111,KP,5,5,5,5,5,5,5,5828.81,7.3405675147766,9.2465285e-05,13.306,0.024,13.008,0.025,12.958,0.033,0.3,0.52,,True,False,4.5
72044,40292751,5786.01,19:33:17.36,30:42:15.29,293.32233333333335,30.70424722222222,CP,3,5,5,3,4,4,4,6280.0,12.7791964,6.89e-05,9.258,0.021,9.037,0.024,8.963,0.017,1.032,4.022,2024-11-09,True,True,7.114
59583,40466976,4494.01,19:33:18.77,33:28:57.38,293.3282083333333,33.48260555555556,PC,3,4,3,3,3,4,4,6303.8,32.535016,5.84e-05,6.791,0.019,6.585,0.021,6.538,0.023,0.223,0.4,2021-10-22,True,False,7.0
67931,69356857,5232.01,19:37:20.98,35:16:35.37,294.3374166666666,35.276491666666665,CP,3,5,5,3,4,4,4,6212.0,4.0966887,1.85e-05,11.182,0.022,10.906,0.021,10.857,0.018,1.408,4.5,2023-08-31,True,True,7.779
51477,96973930,2241.01,19:41:01.56,-27:51:33.39,295.25649999999996,-27.859275,PC,3,4,3,3,3,4,4,4779.7,3.3243,4e-05,9.163,0.02,8.608,0.033,8.468,0.021,0.299,3.45,2021-06-27,True,False,7.2
72990,27534138,5993.01,19:41:56.78,51:00:48.69,295.4865833333333,51.013525,KP,5,5,5,5,5,5,5,6197.21,28.541055731646,0.002546796,10.708,0.019,10.472,0.018,10.429,0.017,0.916,3.547,,True,True,8.0
56414,1870990135,3514.01,19:42:13.63,32:36:50.76,295.55679166666664,32.6141,PC,3,4,4,3,4,4,4,5623.0,1.5039495,5.2e-06,,,,,,,0.946,4.08,2022-09-14,True,False,7.324
75596,342276668,7207.01,19:42:50.92,14:11:39.2,295.71216666666663,14.194222222222223,PC,3,4,3,3,3,4,4,6554.0,12.0080349,0.000182,10.488,0.02,10.272,0.022,10.232,0.019,0.072,0.0,2025-07-27,True,False,5.5
72221,95574586,5847.01,19:43:24.12,03:01:53.24,295.8504999999999,3.0314555555555556,PC,3,4,3,3,4,4,4,6014.0,2.5641981,0.0011269,11.027,0.025,10.662,0.023,10.565,0.021,0.461,2.05,2025-10-01,True,True,7.19
59748,27769688,4579.01,19:44:31.88,48:58:38.32,296.13283333333334,48.97731111111111,KP,5,5,5,5,5,5,5,5509.61,88.495682965829,0.010978528,10.672,0.021,10.356,0.018,10.285,0.017,0.633,6.7,,True,False,8.0
50208,229490898,1872.01,19:45:01.75,64:47:30.85,296.2572916666666,64.79190277777778,PC,3,4,4,3,3,4,4,6305.2,2.2349708,2.2e-06,11.435,0.018,11.245,0.017,11.198,0.023,0.181,1.2,2020-10-28,True,False,5.9
72186,272366748,5824.01,19:45:34.37,45:34:06.72,296.3932083333333,45.568533333333335,KP,5,5,5,5,5,5,5,5741.0,3.8555896898932,4.9221235e-05,14.126,0.028,13.762,0.03,13.775,0.049,1.321,3.4,,False,False,
72306,360142739,5881.01,19:46:25.66,36:57:09.93,296.6069166666666,36.952758333333335,PC,3,4,4,3,3,4,4,6148.0,2.2377411,1.35e-05,11.892,0.021,11.652,0.027,11.507,0.022,0.729,4.7,2023-09-30,False,False,6.0
56364,390988385,3505.01,19:48:10.43,18:41:56.09,297.0434583333333,18.69891388888889,PC,3,4,3,3,4,4,4,6220.0,2.9151556,1.17e-05,10.346,0.023,10.101,0.027,10.056,0.02,0.51,1.531,2021-07-19,True,False,6.6
35877,237232044,1443.01,19:49:35.68,76:08:21.04,297.39866666666666,76.13917777777779,CP,2,5,5,2,4,4,4,5236.0,23.5407467,6.54e-05,9.178001,0.018,8.775,0.017,8.674,0.02,0.518,5.1,2020-12-26,True,False,7.0
57204,169461816,3563.01,19:49:48.9,41:00:39.67,297.45374999999996,41.01101944444444,KP,3,5,5,3,5,4,5,6779.2,17.855232163638,3.4286568e-05,10.461,0.02,10.287,0.022,10.234,0.018,0.603,3.835,,True,False,8.0
68807,435740442,5237.01,19:49:58.86,29:53:28.51,297.49524999999994,29.891252777777776,PC,3,4,4,3,3,4,4,6002.0,2.9889845,0.0013254,11.756,0.022,11.483,0.018,11.416,0.019,1.116,3.9,2023-12-02,False,False,6.01
