# This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jul 03 15:41:36 2026
# Search parameters: Dec min = -30; TFOPWG Disposition = CP/KP/PC; Stellar companion separation max = 1.5


TIC ID,TOI,RA,Dec,TFOPWG Disposition,Master Priority,SG1A Priority,SG1B Priority,SG2 Priority,SG3 Priority,SG4 Priority,SG5 Priority,TESS mag,J mag,H mag,K mag,Stellar Companion Filter Name,Stellar Companion Filter,Stellar Companion notes,Stellar Companion user,Stellar Companion Separation,Stellar Companion Separation Unc.,Stellar Companion Position angle,Stellar Companion Position angle Unc.,Stellar Companion Delta mag,Stellar Companion Delta mag Unc.,Stellar Companion Observation date,Stellar Companion Tag
65981892,3618.01,22:42:03.57,52:20:37.24,PC,3,4,4,3,2,4,4,12.7362,12.068,11.787,11.698,Kcont,,If bound companion has delta_mag consistent with K8V,ciardi,0.234,0.001,93.17,0.34,2.026,0.011,2022-09-08,420652
414922696,3624.01,01:00:46.51,15:09:58.19,PC,3,4,4,3,3,4,4,11.8728,11.21,10.9,10.872,832,832 (40) nm,NESSI@WIYN,everett,1.225,,321.368,,4.5,,2021-10-28,417197
429218084,3633.01,20:53:16.13,58:05:40.53,PC,3,4,3,3,3,4,4,12.2391,11.353,11.12,11.024,562,562 (44) nm,,kraus,0.754,,240.393,,2.28,,2025-10-01,460885
429218084,3633.01,20:53:16.13,58:05:40.53,PC,3,4,3,3,3,4,4,12.2391,11.353,11.12,11.024,832,832 (40) nm,,kraus,0.744,,239.304,,2,,2025-10-01,460885
370981403,3637.01,21:56:55.59,53:49:35.51,PC,3,4,3,3,3,4,4,12.9487,12.161,11.957,11.933,562,562 (44) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.13,,44.188,,0.88,,2024-09-10,443183
370981403,3637.01,21:56:55.59,53:49:35.51,PC,3,4,3,3,3,4,4,12.9487,12.161,11.957,11.933,832,832 (40) nm,NESSI@WIYN,everett,0.139,,41.712,,1.3,,2024-09-10,443183
200917197,3640.01,03:38:09.18,40:28:31.99,PC,3,4,3,3,3,4,4,12.1395,11.762,11.667,11.641,I,,PA 180 deg ambiguity,safonov,0.726,0.004,116.78,0.31,3.2,0.1,2021-10-22,103691
192878624,3641.01,03:19:26.15,44:44:47.06,PC,3,4,3,3,3,4,4,13.3405,12.605,12.319,12.232,562,562 (54) nm,uncertain fit,furlan,0.451,,234,,3.11,,2022-09-16,422622
192878624,3641.01,03:19:26.15,44:44:47.06,PC,3,4,3,3,3,4,4,13.3405,12.605,12.319,12.232,832,832 (40) nm,,furlan,0.458,,233.8,,2.55,,2022-09-16,422622
149855074,3647.01,02:59:10.76,37:38:07.52,PC,3,4,3,3,3,4,4,12.3524,11.461,11.088,11.033,I,,,safonov,0.809,0.002,70.62,0.14,1.6,0.1,2024-11-12,446957
149855074,3647.01,02:59:10.76,37:38:07.52,PC,3,4,3,3,3,4,4,12.3524,11.461,11.088,11.033,562,562 (44) nm,NESSI@WIYN,everett,0.82,,71.028,,1.38,,2024-09-12,443153
149855074,3647.01,02:59:10.76,37:38:07.52,PC,3,4,3,3,3,4,4,12.3524,11.461,11.088,11.033,832,832 (40) nm,NESSI@WIYN,everett,0.811,,70.684,,1.45,,2024-09-12,443153
65446983,3662.01,03:37:37.35,46:50:34.33,PC,3,4,4,3,3,4,4,10.7043,10.241,10.132,10.08,I,,,safonov,0.366,0.002,297.93,0.3,1,0.1,2021-10-21,103698
65440953,3665.01,03:36:51.6,44:46:11.45,PC,1,4,1,1,4,4,4,12.4829,11.556,11.051,10.976,I,,,safonov,0.56,0.006,229.22,0.14,3.5,0.1,2022-02-18,415014
65440953,3665.01,03:36:51.6,44:46:11.45,PC,1,4,1,1,4,4,4,12.4829,11.556,11.051,10.976,832,832 (40) nm,,furlan,0.564,,228.6,,3.63,,2021-10-22,103354
65440953,3665.01,03:36:51.6,44:46:11.45,PC,1,4,1,1,4,4,4,12.4829,11.556,11.051,10.976,J,1.238 (0.271) microns,,dressing,0.517,,226,,2.963,,2021-12-18,441870
65440953,3665.01,03:36:51.6,44:46:11.45,PC,1,4,1,1,4,4,4,12.4829,11.556,11.051,10.976,Ks,2.15 (0.32) microns,,dressing,0.559,,227.4,,2.651,,2021-12-18,441870
467580267,3668.01,03:12:52.43,35:05:36.44,PC,3,5,5,3,4,4,4,11.2959,10.567,10.283,10.218,I,,PA 180 deg ambiguity,safonov,0.395,0.005,3.1,0.36,4.1,0.1,2022-02-24,415010
467580267,3668.01,03:12:52.43,35:05:36.44,PC,3,5,5,3,4,4,4,11.2959,10.567,10.283,10.218,I,,PA 180 deg ambiguity, likely triple,safonov,0.568,0.006,347.74,0.15,4.4,0.1,2022-02-18,415011
302470965,3676.01,02:47:47.07,49:24:37.57,PC,3,4,3,3,2,4,4,13.3318,12.396,11.979,11.907,H,,Palomar AO (PI: ciardi):,ciardi,0.222,0.004,35.8,1,0.267,0.026,2021-11-11,102232
302470965,3676.01,02:47:47.07,49:24:37.57,PC,3,4,3,3,2,4,4,13.3318,12.396,11.979,11.907,Kshort,,Palomar AO (PI: ciardi):,ciardi,0.262,0.004,34.9,1,0.363,0.012,2021-11-11,102232
250803548,3687.01,02:16:04.39,53:06:30.01,PC,3,4,4,3,3,4,4,13.3901,12.74,12.455,12.4,562,562 (54) nm,,furlan,0.41,,200.8,,1.63,,2022-09-13,422573
250803548,3687.01,02:16:04.39,53:06:30.01,PC,3,4,4,3,3,4,4,13.3901,12.74,12.455,12.4,832,832 (40) nm,,furlan,0.415,,200.8,,1.57,,2022-09-13,422573
417676091,3700.01,05:29:00.21,68:28:53.06,PC,3,4,3,3,3,4,4,12.8166,12.195,11.9,11.809,I,,,safonov,0.897,0.007,251.8,0.31,3.6,0.1,2022-12-25,426801
385400633,3702.01,03:16:24.58,58:17:15.88,PC,3,4,3,3,3,4,4,12.4434,11.435,10.986,10.851,I,,PA 180 deg ambiguity,safonov,0.222,0.002,79.54,0.07,0.7,0.1,2022-01-17,414993
356322454,3709.01,04:31:10.88,59:09:34.43,PC,3,4,3,3,3,4,4,13.3033,12.14,11.77,11.637,562,562 (44) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.526,,12.909,,1.86,,2021-10-25,417182
356322454,3709.01,04:31:10.88,59:09:34.43,PC,3,4,3,3,3,4,4,13.3033,12.14,11.77,11.637,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.523,,12.006,,1.34,,2021-10-25,417182
354293303,3715.01,05:55:33.8,39:07:35.47,PC,3,4,4,3,3,4,4,12.9238,12.091,11.706,11.571,562,562 (54) nm,uncertain fit,deveny,0.081,,54.1,,1.36,,2026-04-04,475127
354293303,3715.01,05:55:33.8,39:07:35.47,PC,3,4,4,3,3,4,4,12.9238,12.091,11.706,11.571,832,832 (40) nm,,deveny,0.079,,52.9,,1.58,,2026-04-04,475127
155351556,3716.01,04:32:01.39,36:00:44.91,PC,3,4,4,3,3,4,4,12.3186,11.166,10.947,10.795,I,,,safonov,0.151,0.002,164.95,0.07,0.9,0.1,2022-02-17,414953
155351556,3716.01,04:32:01.39,36:00:44.91,PC,3,4,4,3,3,4,4,12.3186,11.166,10.947,10.795,562,562 (44) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.149,,164.038,,0.76,,2021-10-28,417141
155351556,3716.01,04:32:01.39,36:00:44.91,PC,3,4,4,3,3,4,4,12.3186,11.166,10.947,10.795,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.156,,166.432,,0.79,,2021-10-28,417141
417942201,3718.01,04:22:51.28,41:07:31.13,PC,3,4,3,3,3,4,4,12.1578,11.382,11.088,11.017,I,,PA 180 deg ambiguity,safonov,0.933,0.01,13.77,0.18,4.3,0.1,2022-02-17,415001
417942201,3718.01,04:22:51.28,41:07:31.13,PC,3,4,3,3,3,4,4,12.1578,11.382,11.088,11.017,832,832 (40) nm,NESSI@WIYN; merely a suspected detection!,everett,0.971,,348.485,,9.99,,2021-10-24,417198
322160664,3729.01,05:46:22.62,59:31:18,PC,3,4,3,3,3,4,4,12.9676,12.032,11.641,11.523,562,562 (44) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.315,,312.364,,1.16,,2025-02-05,448440
322160664,3729.01,05:46:22.62,59:31:18,PC,3,4,3,3,3,4,4,12.9676,12.032,11.641,11.523,832,832 (40) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.313,,312.055,,1.23,,2025-02-05,448440
417844678,3730.01,04:16:55.42,36:55:26.8,PC,3,4,3,3,3,4,4,13.1507,12.127,11.823,11.702,z,943 (243) nm,NESSI@WIYN,everett,0.329,,329.691,,1.12,,2021-12-21,417248
105135774,3734.01,05:17:08.55,53:43:24.45,PC,3,4,4,3,3,4,4,13.3835,12.376,11.975,11.852,562,562 (44) nm,,kraus,0.193,,60.556,,1.2,,2025-12-09,460872
105135774,3734.01,05:17:08.55,53:43:24.45,PC,3,4,4,3,3,4,4,13.3835,12.376,11.975,11.852,832,832 (40) nm,,kraus,0.219,,58.439,,1.27,,2025-12-09,460872
87091417,3743.01,03:53:57.83,58:44:53.18,PC,3,4,3,3,4,4,4,12.7508,11.072,10.41,10.187,562,562 (44) nm,,kraus,0.534,,127.17,,1.59,,2025-10-01,460886
87091417,3743.01,03:53:57.83,58:44:53.18,PC,3,4,3,3,4,4,4,12.7508,11.072,10.41,10.187,832,832 (40) nm,,kraus,0.523,,125.667,,2.15,,2025-10-01,460886
647636934,3747.01,03:55:56.08,57:50:02.84,PC,3,4,3,3,3,4,4,12.5715,,,,832,832 (40) nm,,furlan,0.246,,150,,4.39,,2022-09-14,422598
280254984,3758.01,02:45:17.67,69:06:22.53,PC,3,4,3,3,3,4,4,12.5489,11.534,11.152,10.991,832,832 (40) nm,,deveny,1.205,,205.2,,3.35,,2025-10-01,459530
280254984,3758.01,02:45:17.67,69:06:22.53,PC,3,4,3,3,3,4,4,12.5489,11.534,11.152,10.991,G,,Gaia resolved companion (El-Badry+ 2021 chance align < 1%, compiled in Polanski + Clark 2025). DR3 Source ID: 541688701370022656,polanski,1.2,,204.9,,3.33,0.03,2016-01-01,459378
742648307,3779.01,06:58:55.97,49:58:07.45,PC,3,4,3,3,3,4,4,13.4167,,,,562,562 (54) nm,180 degree ambiguity in PA,deveny,0.776,,331.9,,0.88,,2025-02-14,453114
742648307,3779.01,06:58:55.97,49:58:07.45,PC,3,4,3,3,3,4,4,13.4167,,,,832,832 (40) nm,180 degree ambiguity in PA,deveny,0.776,,331.7,,1.06,,2025-02-14,453114
841226526,3828.01,10:03:34.2,67:59:24.13,PC,3,4,3,3,3,4,4,11.227,,,,I,,,safonov,1.453,0.015,328.08,0.04,0.9,0.1,2022-03-21,415021
841226526,3828.01,10:03:34.2,67:59:24.13,PC,3,4,3,3,3,4,4,11.227,,,,832,832 (40) nm,NESSI@WIYN,everett,1.459,,328.085,,0.76,,2022-04-17,417114
841226526,3828.01,10:03:34.2,67:59:24.13,PC,3,4,3,3,3,4,4,11.227,,,,562,562 (44) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,1.438,,327.978,,1.5,,2026-05-07,473633
841226526,3828.01,10:03:34.2,67:59:24.13,PC,3,4,3,3,3,4,4,11.227,,,,832,832 (40) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,1.448,,328.502,,0.93,,2026-05-07,473633
801354155,3829.01,09:09:41.1,31:17:32.72,PC,3,4,3,3,4,4,4,12.3722,,,,Kcont,,Palomar AO (PI: Ciardi with Clark, Lund),ciardi,1.476,0.01,57.17,0.14,1.028,0.009,2023-11-27,434143
801354155,3829.01,09:09:41.1,31:17:32.72,PC,3,4,3,3,4,4,4,12.3722,,,,Hcont,,Palomar AO (PI: Ciardi with Clark, Lund),ciardi,1.476,0.01,57.17,0.14,1.086,0.011,2023-11-27,434143
801354155,3829.01,09:09:41.1,31:17:32.72,PC,3,4,3,3,4,4,4,12.3722,,,,I,,,safonov,1.463,0.011,56.88,0.3,1.8,0.1,2022-12-25,426819
308073360,3837.01,10:10:39.91,24:16:23.24,CP,3,5,5,3,4,4,4,11.366,10.715,10.401,10.316,J,1.238 (0.271) microns,,dressing,0.359,,228.2,,3.516,,2022-01-16,441870
308073360,3837.01,10:10:39.91,24:16:23.24,CP,3,5,5,3,4,4,4,11.366,10.715,10.401,10.316,Ks,2.15 (0.32) microns,,dressing,0.393,,227.3,,2.782,,2022-01-16,441870
308073360,3837.01,10:10:39.91,24:16:23.24,CP,3,5,5,3,4,4,4,11.366,10.715,10.401,10.316,I,879 (289) nm,,ziegler,0.4383,,49.3,,3.9,,2022-06-10,418504
376688393,3865.01,12:29:44.24,39:45:38.88,PC,3,4,4,3,3,4,4,12.5759,11.892,11.618,11.525,I,,,safonov,0.177,0,171.02,0.14,0.4,0.1,2025-03-08,452555
154181821,3897.01,14:15:13.57,67:45:39.3,PC,3,4,3,3,3,4,4,11.9937,11.093,10.835,10.781,I,,,safonov,1.412,0.01,196.7,0.3,1.6,0.1,2023-04-27,436468
154181821,3897.01,14:15:13.57,67:45:39.3,PC,3,4,3,3,3,4,4,11.9937,11.093,10.835,10.781,832,832 (40) nm,NESSI@WIYN,everett,1.421,,196.154,,1.89,,2022-04-17,416961
154181821,3897.01,14:15:13.57,67:45:39.3,PC,3,4,3,3,3,4,4,11.9937,11.093,10.835,10.781,562,562 (44) nm,NESSI@WIYN,everett,1.412,,197.175,,1.52,,2026-05-07,473593
154181821,3897.01,14:15:13.57,67:45:39.3,PC,3,4,3,3,3,4,4,11.9937,11.093,10.835,10.781,832,832 (40) nm,NESSI@WIYN,everett,1.424,,196.918,,1.27,,2026-05-07,473593
366755319,3900.01,12:34:06.73,04:11:16.17,PC,3,4,3,3,3,4,4,11.9689,11.366,11.048,10.974,I,879 (289) nm,,ziegler,0.0618,,68.5,,0,,2022-03-21,102531
366755319,3900.01,12:34:06.73,04:11:16.17,PC,3,4,3,3,3,4,4,11.9689,11.366,11.048,10.974,562,562 (54) nm,180 degree ambiguity in PA, uncertain fit,cclark,0.065,,67.9,,0,,2024-03-22,441018
366755319,3900.01,12:34:06.73,04:11:16.17,PC,3,4,3,3,3,4,4,11.9689,11.366,11.048,10.974,832,832 (40) nm,180 degree ambiguity in PA,cclark,0.067,,70.3,,0.37,,2024-03-22,441018
68074302,3916.01,14:42:54.4,41:22:06.5,PC,3,4,4,3,4,4,4,12.9339,12.371,12.053,11.969,832,832 (40) nm,uncertain fit,cclark,0.129,,311.2,,4.78,,2024-03-27,441046
1101855081,3922.01,15:15:19.99,40:16:01.91,PC,3,4,3,3,4,4,4,12.251,,,,562,562 (54) nm,180 degree ambiguity in PA, uncertain fit,cclark,1.462,,45.7,,0.99,,2024-05-24,441757
467265105,3923.01,20:35:24,61:08:27.36,PC,3,4,4,3,2,4,4,13.0743,12.221,11.913,11.769,Brgamma,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type M0.5V,ciardi,0.33,0.01,305.6,0.1,1.058,0.0127,2021-08-24,99590
467265105,3923.01,20:35:24,61:08:27.36,PC,3,4,4,3,2,4,4,13.0743,12.221,11.913,11.769,Hcont,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type M0.5V,ciardi,0.33,0.01,306.3,0.1,1.077,0.0132,2021-08-24,99590
434171145,3926.01,22:50:31.29,61:09:34.51,PC,3,4,4,3,3,4,4,12.089,11.169,10.858,10.761,I,,,safonov,0.471,0.005,7.34,0.04,0.7,0.1,2021-08-01,99289
371676181,3936.01,22:57:17.29,59:12:04.94,PC,3,4,3,3,3,4,4,12.5722,11.67,11.44,11.35,I,,,safonov,0.397,0.004,238.48,0.06,1.6,0.1,2021-08-01,99269
338065029,3944.01,22:31:08.52,61:38:34.8,PC,3,4,4,3,3,4,4,12.5871,11.459,11.169,10.986,832,832 (40) nm,NESSI@WIYN 180 degree ambiguity in PA,everett,0.203,,57.009,,2.4,,2024-09-12,443176
334394274,3950.01,22:04:18.91,61:37:40.56,PC,3,4,3,3,3,4,4,13.3364,12.498,12.136,12.093,832,832 (40) nm,,cclark,0.695,,107.4,,5.81,,2024-08-16,443652
272219353,3961.01,23:42:58.67,62:17:24.45,PC,3,4,4,3,4,4,4,12.8669,11.988,11.798,11.695,Brgamma,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type K3V,ciardi,0.71,0.01,224.3,0.1,2.399,0.0248,2021-08-23,99549
272219353,3961.01,23:42:58.67,62:17:24.45,PC,3,4,4,3,4,4,4,12.8669,11.988,11.798,11.695,Hcont,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type K2V,ciardi,0.72,0.01,224.6,0.1,2.415,0.0238,2021-08-23,99549
272219353,3961.01,23:42:58.67,62:17:24.45,PC,3,4,4,3,4,4,4,12.8669,11.988,11.798,11.695,I,,,safonov,0.725,0.007,223.5,0.09,3.1,0.5,2021-08-02,99220
252049912,3969.01,23:34:34.45,54:32:29.95,PC,3,4,4,3,4,4,4,12.5806,11.841,11.534,11.463,Brgamma,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type F5V,ciardi,0.08,0.01,333.4,0.1,0.125,0.0131,2021-08-23,99551
252049912,3969.01,23:34:34.45,54:32:29.95,PC,3,4,4,3,4,4,4,12.5806,11.841,11.534,11.463,Hcont,,Assuming companion is bound and based on delta magnitude, star has estimated spectral type F5V,ciardi,0.09,0.01,328,0.1,0.164,0.0129,2021-08-23,99551
252049912,3969.01,23:34:34.45,54:32:29.95,PC,3,4,4,3,4,4,4,12.5806,11.841,11.534,11.463,I,,PA 180 deg ambiguity,safonov,0.103,0.001,328.29,0.09,0.6,0.1,2021-08-02,99204
252049912,3969.01,23:34:34.45,54:32:29.95,PC,3,4,4,3,4,4,4,12.5806,11.841,11.534,11.463,r,620 (145) nm,uncertain fit,cclark,0.091,,334.9,,0,,2024-08-14,443615
252049912,3969.01,23:34:34.45,54:32:29.95,PC,3,4,4,3,4,4,4,12.5806,11.841,11.534,11.463,i,765 (148) nm,,cclark,0.092,,326.9,,0.28,,2024-08-14,443615
233654042,3973.01,15:18:43.18,44:27:22.33,PC,3,5,5,3,3,4,4,13.0646,12.397,12.136,12.07,I,,,safonov,0.548,0.004,34.99,0.31,1.4,0.1,2024-02-24,440340
452938965,3988.01,00:34:02.02,58:50:39.45,PC,3,4,3,3,3,4,4,12.2454,11.44,11.165,11.069,I,,Constrast uncertainty is formal,safonov,1,0.011,205.42,0.27,5.2,5.2,2021-08-02,99291
403347341,3992.01,00:22:30.1,57:52:23.79,PC,3,4,3,3,3,4,4,12.4316,11.642,11.351,11.272,I,,PA 180 deg ambiguity,safonov,0.168,0.002,324.5,0.1,0.9,0.1,2021-08-04,99280
403340402,3993.01,00:21:45.12,59:06:20.72,PC,3,4,4,3,3,4,4,11.5625,10.912,10.634,10.586,I,,PA 180 deg ambiguity,safonov,0.136,0.001,216.49,0.09,1.1,0.1,2021-08-04,99279
403340402,3993.01,00:21:45.12,59:06:20.72,PC,3,4,4,3,3,4,4,11.5625,10.912,10.634,10.586,562,562 (54) nm,,furlan,0.135,,33.9,,1.31,,2022-09-14,422600
403340402,3993.01,00:21:45.12,59:06:20.72,PC,3,4,4,3,3,4,4,11.5625,10.912,10.634,10.586,832,832 (40) nm,,furlan,0.134,,34.9,,0.78,,2022-09-14,422600
83148519,4001.01,00:10:06.95,64:34:21.24,PC,3,4,3,3,4,4,4,11.7194,11.029,10.719,10.649,Brgamma,,Palomar AO (PI: ciardi):,ciardi,1.073,0.004,22,1,5.629,0.089,2021-11-11,102236
83148519,4001.01,00:10:06.95,64:34:21.24,PC,3,4,3,3,4,4,4,11.7194,11.029,10.719,10.649,Hcont,,Palomar AO (PI: ciardi):,ciardi,1.074,0.004,22.9,1,5.515,0.091,2021-11-11,102236
397924314,4004.01,01:31:53.64,66:49:09.6,PC,3,4,4,3,3,4,4,12.849,11.952,11.561,11.482,z,943 (243) nm,NESSI@WIYN; merely a suspected companion!,everett,0.094,,250.605,,0,,2025-12-09,461360
1271152446,4022.01,17:00:30.93,59:37:32.38,PC,3,5,5,3,3,4,4,13.3972,,,,562,562 (54) nm,,cclark,0.992,,40.5,,1.08,,2024-08-13,443565
1271152446,4022.01,17:00:30.93,59:37:32.38,PC,3,5,5,3,3,4,4,13.3972,,,,832,832 (40) nm,,cclark,0.987,,40.6,,0.9,,2024-08-13,443565
427866520,4027.01,23:32:38.07,69:25:19.71,PC,2,4,2,2,4,4,4,11.3099,10.56,10.188,10.126,I,,Constrast uncertainty is formal,safonov,0.865,0.009,168.76,0.12,4.5,3.7,2021-07-19,99286
427866520,4027.01,23:32:38.07,69:25:19.71,PC,2,4,2,2,4,4,4,11.3099,10.56,10.188,10.126,832,832 (40) nm,NESSI@WIYN,everett,0.879,,170.516,,4.16,,2022-09-17,421717
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,Brgamma,,Palomar AO (PI: Ciardi with Clark):,ciardi,0.529,0.004,142.1,0.38,2.438,0.028,2023-06-07,429511
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,Hcont,,Palomar AO (PI: Ciardi with Clark):,ciardi,0.527,0.004,141.93,0.38,2.446,0.027,2023-06-07,429511
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,I,879 (289) nm,,ziegler,0.5297,,142.1,,3.7,,2022-04-14,414935
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,I,,,safonov,0.529,0.005,142.11,0.13,4.1,1.5,2021-07-20,99252
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,562,562 (54) nm,no delta(m) measurement,cclark,0.539,,139.5,,-100,,2024-05-23,441732
345645749,4041.01,16:27:25.31,21:37:00.45,PC,3,4,4,3,4,4,4,10.9342,10.311,10.058,9.99,832,832 (40) nm,,cclark,0.524,,140.1,,3.74,,2024-05-23,441732
332393279,4042.01,17:01:27.38,28:59:18.69,PC,3,4,4,3,4,4,4,13.1659,12.56,12.241,12.211,Kcont,,Palomar AO (PI: Ciardi with Clark, Condon):,ciardi,0.279,0.002,302.55,0.73,3.796,0.025,2024-04-21,440015
298264260,4045.01,16:05:27.48,55:11:09.62,PC,3,4,3,3,1,4,4,13.2155,12.517,12.144,12.136,,750 (300) nm,,naderi,0.323,,45.08,,0.67,,2022-04-26,418960
648958344,4073.01,03:06:15.88,70:12:52.89,PC,3,4,3,3,3,4,4,11.7332,,,,562,562 (44) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.811,,86.278,,0.47,,2021-10-29,417220
648958344,4073.01,03:06:15.88,70:12:52.89,PC,3,4,3,3,3,4,4,11.7332,,,,832,832 (40) nm,NESSI@WIYN; 180 degree ambiguity in PA,everett,0.8,,84.816,,0.35,,2021-10-29,417220
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,Brgamma,,Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):,ciardi,1.158,0.008,59.23,0.17,0.916,0.006,2023-06-30,429830
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,Hcont,,Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):,ciardi,1.156,0.008,59.61,0.18,0.962,0.006,2023-06-30,429830
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,I,,,safonov,1.172,0.006,56.72,0.3,2,0.1,2021-10-22,103694
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,I,879 (289) nm,,ziegler,1.1623,,58.6,,1.3,,2022-04-14,414940
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,832,832 (40) nm,NESSI@WIYN,everett,1.164,,57.987,,1.3,,2022-04-18,417045
298752252,4089.01,17:51:24.29,22:39:40.8,PC,3,4,4,3,4,4,4,11.6421,10.788,10.528,10.4,,750 (300) nm,,naderi,1.133,,59.63,,1.97,,2022-04-30,418969
243297296,4100.01,19:14:18.96,59:53:44.89,PC,3,4,3,3,4,4,4,12.1308,11.56,11.28,11.238,I,,PA 180 deg ambiguity,safonov,0.165,0.001,47.3,0.32,1.6,0.1,2021-10-22,103692
243297296,4100.01,19:14:18.96,59:53:44.89,PC,3,4,3,3,4,4,4,12.1308,11.56,11.28,11.238,K,,Keck AO (PI: Gonzales),ciardi,0.165,0.001,310.6,1,0.906,0.008,2021-08-28,100771
243297296,4100.01,19:14:18.96,59:53:44.89,PC,3,4,3,3,4,4,4,12.1308,11.56,11.28,11.238,I,,PA 180 deg ambiguity,safonov,0.168,0.001,227.56,0.31,1.3,0.1,2022-12-31,426787
243280335,4101.01,19:14:04.39,56:37:33.61,PC,3,4,3,3,4,4,4,12.7584,12.229,11.939,11.934,I,,,safonov,0.503,0.004,273.07,0.3,2.3,0.1,2023-09-30,438264
243280335,4101.01,19:14:04.39,56:37:33.61,PC,3,4,3,3,4,4,4,12.7584,12.229,11.939,11.934,K,,Keck AO (PI: Gonzales),ciardi,0.503,0.001,86,1,1.776,0.009,2021-08-28,100772
335655755,4132.01,14:27:03.75,78:45:45.84,PC,3,4,4,3,3,4,4,11.8921,11.227,10.917,10.906,832,832 (40) nm,NESSI@WIYN,everett,1.416,,1.536,,3.9,,2022-04-20,417062
335655755,4132.01,14:27:03.75,78:45:45.84,PC,3,4,4,3,3,4,4,11.8921,11.227,10.917,10.906,I,,,safonov,1.385,0.01,2.32,0.31,3.9,0.1,2023-01-22,427498
335655755,4132.01,14:27:03.75,78:45:45.84,PC,3,4,4,3,3,4,4,11.8921,11.227,10.917,10.906,832,832 (40) nm,NESSI@WIYN  180 degree ambiguity in PA; uncertain fit,everett,1.412,,359.502,,3.41,,2026-05-07,473618
468396217,4133.01,05:00:25.1,69:49:14.66,PC,3,4,3,3,3,4,4,12.9532,12.261,12.008,11.914,I,,,safonov,0.537,0.004,105.58,0.31,2.4,0.1,2023-08-07,436622
1813844121,4152.01,18:43:03.28,24:05:22.93,PC,3,4,4,3,4,4,4,11.7729,,,,I,879 (289) nm,,ziegler,1.3376,,341.1,,0.2,,2022-06-11,418518
1813844121,4152.01,18:43:03.28,24:05:22.93,PC,3,4,4,3,4,4,4,11.7729,,,,K,,Keck AO (PI: Gonzales),ciardi,1.331,0.001,18.4,1,0.078,0.009,2021-08-28,100777
441797394,4158.01,17:37:12.23,72:05:11.32,PC,3,4,3,3,4,4,4,12.275,11.67,11.305,11.24,K,,Keck AO (PI: Gonzales),ciardi,0.316,0.001,69,1,0.054,0.006,2021-08-28,100778
441797394,4158.01,17:37:12.23,72:05:11.32,PC,3,4,3,3,4,4,4,12.275,11.67,11.305,11.24,I,,PA 180 deg ambiguity,safonov,0.311,0.001,290.8,0.14,0.5,0.1,2024-11-12,446982
420108587,4164.01,18:59:32.3,73:30:47.82,PC,3,4,3,5,4,5,5,12.2779,11.499,11.283,11.196,I,,,safonov,1.03,0.01,209.81,0.04,2,0.1,2021-09-09,102170
420108587,4164.01,18:59:32.3,73:30:47.82,PC,3,4,3,5,4,5,5,12.2779,11.499,11.283,11.196,K,,Keck AO (PI: Gonzales),ciardi,1.028,0.001,150.1,1,1.449,0.008,2021-08-28,100780
297148017,4179.01,13:29:39.88,-16:33:18.46,PC,3,4,3,3,3,4,4,10.3738,9.426,8.86,8.751,I,879 (289) nm,,ziegler,0.1481,,249.1,,1.3,,2021-07-15,99124
